id,name,chapter,subsection,tags,suji,xingwei,guijing,gongxiao,zhuzhi,yongfa,jinji,yaoli,jianjie,file
135,硫黄,攻毒杀虫止痒药,,,外用解毒杀虫疗疮、内服补火助阳通便为要,酸，温；有毒,肾、大肠经,外用解毒杀虫疗疮；内服补火助阳通便,疥癣，秃疮，阴疽恶疮（外用）；阳痿足冷，虚喘冷哮，虚寒便秘（内服）,外用适量，研末油调涂敷；内服入丸散，1.5～3g，炮制后服,有毒，孕妇禁用；阴虚火旺者忌用；不宜与朴硝同用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,攻毒杀虫止痒药/硫黄.md
136,蛇床子,攻毒杀虫止痒药,,,燥湿祛风、杀虫止痒为要,辛、苦，温；有小毒,肾经,燥湿祛风；杀虫止痒；温肾壮阳,阴痒带下，湿疹疥癣（外用）；肾虚阳痿，宫冷不孕；寒湿带下，湿痹腰痛,煎服，3～10g；外用适量，煎汤熏洗或研末调敷,有小毒，阴虚火旺或下焦有湿热者不宜内服,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,攻毒杀虫止痒药/蛇床子.md
137,蜂房,攻毒杀虫止痒药,,,攻毒杀虫、祛风止痛为要,甘，平；有毒,胃经,攻毒杀虫；祛风止痛,疮疡肿毒，乳痈，瘰疬，顽癣瘙痒；风湿痹痛，牙痛,煎服，3～5g；外用适量，研末油调敷,有毒，气血虚弱者慎用；肾功能不全者忌用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,攻毒杀虫止痒药/蜂房.md
138,蟾酥,攻毒杀虫止痒药,,,解毒、止痛为要,辛，温；有毒,心经,解毒；止痛；开窍醒神,痈疽疔疮，咽喉肿痛，龋齿疼痛；中暑昏厥，吐泻腹痛,入丸散，0.015～0.03g；外用适量,有毒，内服切勿过量；孕妇禁用；外用不可入目,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,攻毒杀虫止痒药/蟾酥.md
139,雄黄,攻毒杀虫止痒药,,,解毒杀虫、燥湿祛痰为要,辛，温；有毒,肝、大肠经,解毒杀虫；燥湿祛痰；截疟,痈肿疔疮，蛇虫咬伤；虫积腹痛；疥癣；疟疾；哮喘,入丸散，0.05～0.1g；外用适量，熏涂患处,有毒，内服宜慎，不可过量久服；孕妇禁用；忌火煅,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,攻毒杀虫止痒药/雄黄.md
140,侧柏叶,止血药,凉血止血药,,凉血止血、化痰止咳为要,苦、涩，寒,肺、肝、脾经,凉血止血；化痰止咳；生发乌发,血热出血证（吐血、衄血、咯血、便血、崩漏）；肺热咳嗽；血热脱发，须发早白,煎服，6～12g；外用适量,虚寒性出血者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,止血药/凉血止血药/侧柏叶.md
141,地榆,止血药,凉血止血药,,凉血止血、解毒敛疮为要,苦、酸、涩，微寒,肝、大肠经,凉血止血；解毒敛疮,便血，痔血，血痢，崩漏；水火烫伤，痈肿疮毒,煎服，9～15g；外用适量,大面积烧烫伤不宜外涂以防中毒；虚寒性出血者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,止血药/凉血止血药/地榆.md
142,大蓟,止血药,凉血止血药,,凉血止血、散瘀解毒消痈为要,甘、苦，凉,心、肝经,凉血止血；散瘀解毒消痈,血热妄行之吐血、咯血、衄血、崩漏、尿血；痈肿疮毒,煎服，9～15g；外用适量,脾胃虚寒者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,止血药/凉血止血药/大蓟.md
143,小蓟,止血药,凉血止血药,,凉血止血、散瘀解毒消痈为要,甘、苦，凉,心、肝经,凉血止血；散瘀解毒消痈,血热妄行之吐血、衄血、尿血、血淋、便血、崩漏；热毒疮痈,煎服，5～12g；外用适量,脾胃虚寒者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,止血药/凉血止血药/小蓟.md
144,槐花,止血药,凉血止血药,,凉血止血、清肝泻火为要,苦，微寒,肝、大肠经,凉血止血；清肝泻火,便血，痔血，血痢，崩漏，吐血衄血；肝热目赤，头痛眩晕,煎服，5～10g；止血炒炭用，清热泻火生用,脾胃虚寒者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,止血药/凉血止血药/槐花.md
145,白茅根,止血药,凉血止血药,,凉血止血、清热利尿为要,甘，寒,肺、胃、膀胱经,凉血止血；清热利尿,血热出血证（吐血、衄血、尿血）；热淋，水肿，小便不利；热病烦渴，肺热咳嗽,煎服，9～30g；鲜品加倍,脾胃虚寒者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,止血药/凉血止血药/白茅根.md
146,羊蹄,止血药,凉血止血药,,凉血止血、解毒杀虫为要,苦、涩，寒,心、肝、大肠经,凉血止血；解毒杀虫；泻下,血热出血证；疥癣疮疡（外用）；便秘,煎服，10～15g；外用适量,脾胃虚寒者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,止血药/凉血止血药/羊蹄.md
147,苎麻根,止血药,凉血止血药,,凉血止血、安胎为要,甘，寒,心、肝经,凉血止血；安胎；清热解毒,血热出血证；胎动不安，胎漏下血；热毒痈肿,煎服，10～30g,无明显禁忌,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,止血药/凉血止血药/苎麻根.md
148,三七,止血药,化瘀止血药,,散瘀止血、消肿定痛为要,甘、微苦，温,肝、胃经,散瘀止血；消肿定痛,咯血、吐血、衄血、便血、崩漏、外伤出血；胸腹刺痛，跌打肿痛,研末吞服，1～3g；煎服，3～9g；外用适量,孕妇慎用；血虚无瘀者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,止血药/化瘀止血药/三七.md
149,花蕊石,止血药,化瘀止血药,,化瘀止血为要,酸、涩，平,肝经,化瘀止血,咯血、吐血、衄血、便血、崩漏、外伤出血,研末吞服，每次1～3g；外用适量,孕妇慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,止血药/化瘀止血药/花蕊石.md
150,茜草,止血药,化瘀止血药,,凉血、祛瘀为要,苦，寒,肝经,凉血；祛瘀；止血；通经,血热出血证；瘀血经闭，跌打损伤；风湿痹痛,煎服，6～10g；止血炒炭用，活血生用,脾胃虚寒、无瘀滞者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,止血药/化瘀止血药/茜草.md
151,蒲黄,止血药,化瘀止血药,,止血、化瘀为要,甘，平,肝、心包经,止血；化瘀；通淋,各种出血证（吐血、衄血、咯血、崩漏、外伤出血）；瘀血痛证，心腹刺痛，痛经；血淋涩痛,煎服，3～10g，包煎；外用适量,孕妇慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,止血药/化瘀止血药/蒲黄.md
152,降香,止血药,化瘀止血药,,化瘀止血、理气止痛为要,辛，温,肝、脾经,化瘀止血；理气止痛,瘀血性出血证；胸胁刺痛，跌打损伤,煎服，3～6g，后下；研末吞服1～2g,阴虚火旺、血热妄行者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,止血药/化瘀止血药/降香.md
153,仙鹤草,止血药,收敛止血药,,收敛止血、止痢为要,苦、涩，平,心、肝经,收敛止血；止痢；截疟；补虚,各种出血证；腹泻痢疾；疟疾寒热；脱力劳伤,煎服，6～12g；大剂量可用至30～60g,无明显禁忌,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,止血药/收敛止血药/仙鹤草.md
154,棕榈炭,止血药,收敛止血药,,收敛止血为要,苦、涩，平,肺、肝、大肠经,收敛止血,吐血、衄血、尿血、便血、崩漏,煎服，3～9g,出血兼瘀滞者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,止血药/收敛止血药/棕榈炭.md
155,白及,止血药,收敛止血药,,收敛止血、消肿生肌为要,苦、甘、涩，微寒,肺、胃、肝经,收敛止血；消肿生肌,咯血、吐血、衄血、外伤出血；疮疡肿毒，溃疡久不收口；肺痨咯血,煎服，6～15g；研末吞服，3～6g；外用适量,不宜与乌头类同用；外感咳血、肺痈初起者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,止血药/收敛止血药/白及.md
156,藕节,止血药,收敛止血药,,收敛止血、化瘀为要,甘、涩，平,肝、肺、胃经,收敛止血；化瘀,吐血、咯血、衄血、尿血、便血、崩漏,煎服，9～15g；鲜品30～60g捣汁用；炒炭用收敛止血力强,无明显禁忌,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,止血药/收敛止血药/藕节.md
157,血余炭,止血药,收敛止血药,,收敛止血、化瘀利尿为要,苦，平,心、肝、肾经,收敛止血；化瘀利尿,各种出血证（吐血、咯血、衄血、便血、崩漏、尿血）；小便不利,煎服，3～6g；研末服，每次1.5～3g,胃弱者慎服,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,止血药/收敛止血药/血余炭.md
158,灶心土,止血药,温经止血药,,温中止血、止呕为要,辛，温,脾、胃经,温中止血；止呕；止泻,虚寒性吐血、便血、崩漏；胃寒呕吐；脾虚久泻,煎服，15～30g，布包先煎；或用60～120g煎汤代水,阴虚火旺、热证出血者忌用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,止血药/温经止血药/灶心土.md
159,炮姜,止血药,温经止血药,,温经止血、温中止痛为要,苦、涩，温,脾、肝经,温经止血；温中止痛,虚寒性吐血、便血、崩漏；脾胃虚寒，腹痛吐泻,煎服，3～6g,热证出血、阴虚火旺者忌用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,止血药/温经止血药/炮姜.md
160,艾叶,止血药,温经止血药,,温经止血、散寒止痛为要,辛、苦，温；有小毒,肝、脾、肾经,温经止血；散寒止痛；外用祛湿止痒,虚寒性出血（崩漏、月经过多）；下焦虚寒，脘腹冷痛，痛经；湿疹瘙痒（外用）,煎服，3～9g；外用适量，可艾灸,有小毒，不宜过量久服；阴虚血热者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,止血药/温经止血药/艾叶.md
161,京大戟,泻下药,峻下逐水药,,泻水逐饮、消肿散结为要,苦，寒；有毒,肺、脾、肾经,泻水逐饮；消肿散结,水肿胀满，胸腹积水；痰饮积聚；痈肿疮毒，瘰疬痰核,煎服，1.5～3g；入丸散服，每次1g,有毒，孕妇禁用；体虚者慎用；不宜与甘草同用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,泻下药/峻下逐水药/京大戟.md
162,商陆,泻下药,峻下逐水药,,泻下逐水、消肿散结为要,苦，寒；有毒,肺、脾、肾、大肠经,泻下逐水；消肿散结,水肿胀满，二便不利；疮疡肿毒,煎服，3～9g；醋制可减低毒性,有毒，孕妇禁用；脾虚水肿者忌用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,泻下药/峻下逐水药/商陆.md
163,巴豆霜,泻下药,峻下逐水药,,峻下冷积、逐水退肿为要,辛，热；大毒,胃、大肠经,峻下冷积；逐水退肿；豁痰利咽；外用蚀疮,寒积便秘，腹满胀痛；喉痹痰阻；寒实结胸；恶疮疥癣,入丸散服，0.1～0.3g；外用适量,大毒，孕妇禁用；不宜与牵牛子同用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,泻下药/峻下逐水药/巴豆霜.md
164,牵牛子,泻下药,峻下逐水药,,泻水通便、消痰涤饮为要,苦，寒；有毒,肺、肾、大肠经,泻水通便；消痰涤饮；杀虫攻积,水肿胀满，二便不通；痰饮喘咳；虫积腹痛,煎服，3～9g，打碎；入丸散服，每次1.5～3g,有毒，孕妇禁用；不宜与巴豆同用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,泻下药/峻下逐水药/牵牛子.md
165,甘遂,泻下药,峻下逐水药,,泻水逐饮、消肿散结为要,苦，寒；有毒,肺、肾、大肠经,泻水逐饮；消肿散结,水肿，鼓胀，胸胁停饮；风痰癫痫；疮痈肿毒,入丸散服，0.5～1g；醋制可降低毒性,有毒，孕妇禁用；体虚者忌用；不宜与甘草同用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,泻下药/峻下逐水药/甘遂.md
166,芫花,泻下药,峻下逐水药,,泻水逐饮、祛痰止咳为要,苦、辛，温；有毒,肺、脾、肾经,泻水逐饮；祛痰止咳；杀虫疗疮,胸胁停饮，水肿鼓胀；咳嗽痰喘；头疮、白秃、顽癣,煎服，1.5～3g；入丸散服，每次0.6g；外用适量,有毒，孕妇禁用；不宜与甘草同用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,泻下药/峻下逐水药/芫花.md
167,大黄,泻下药,攻下药,,泻下攻积、清热泻火为要,苦，寒,脾、胃、大肠、肝、心包经,泻下攻积；清热泻火；凉血解毒；逐瘀通经；利湿退黄,积滞便秘；血热吐衄，目赤咽肿；热毒疮疡，烧烫伤；瘀血证；湿热痢疾，黄疸，淋证,煎服，3～15g，后下或开水泡服；泻下攻积宜生用，活血化瘀宜酒制，止血宜炒炭,脾胃虚弱者慎用；妇女妊娠期、月经期、哺乳期应慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,泻下药/攻下药/大黄.md
168,番泻叶,泻下药,攻下药,,泻热行滞、通便为要,甘、苦，寒,大肠经,泻热行滞；通便；利水,热结积滞，便秘腹痛；水肿胀满,温水泡服，2～6g；煎服须后下，2～6g,孕妇、哺乳期、月经期及痔疮出血者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,泻下药/攻下药/番泻叶.md
169,芒硝,泻下药,攻下药,,泻下通便、润燥软坚为要,咸、苦，寒,胃、大肠经,泻下通便；润燥软坚；清火消肿,实热积滞，大便燥结；咽痛口疮，目赤肿痛，痈疮肿痛,冲入药汁或开水溶化后服，6～12g；外用适量,孕妇及哺乳期妇女忌用；不宜与三棱同用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,泻下药/攻下药/芒硝.md
170,芦荟,泻下药,攻下药,,泻下通便、清肝为要,苦，寒,肝、胃、大肠经,泻下通便；清肝；杀虫,热结便秘；肝经实火，烦躁惊痫；小儿疳积,入丸散服，2～5g；不入煎剂,孕妇慎用；脾胃虚弱者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,泻下药/攻下药/芦荟.md
171,松子仁,泻下药,润下药,,润肠通便、润肺止咳为要,甘，温,肺、肝、大肠经,润肠通便；润肺止咳,肠燥便秘；肺燥干咳,煎服，5～10g,脾虚便溏、痰湿盛者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,泻下药/润下药/松子仁.md
172,火麻仁,泻下药,润下药,,润肠通便为要,甘，平,脾、胃、大肠经,润肠通便,肠燥便秘；老人、产妇及体弱津血不足者便秘,煎服，10～15g，打碎先煎,大量食用可致中毒（恶心、呕吐、腹泻）,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,泻下药/润下药/火麻仁.md
173,郁李仁,泻下药,润下药,,润肠通便、下气利水为要,辛、苦、甘，平,脾、大肠、小肠经,润肠通便；下气利水,肠燥便秘；水肿胀满，脚气浮肿,煎服，6～10g，打碎,孕妇慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,泻下药/润下药/郁李仁.md
174,乳香,活血化瘀药,活血止痛药,,活血定痛、消肿生肌为要,辛、苦，温,心、肝、脾经,活血定痛；消肿生肌,瘀血阻滞诸痛（胸痹心痛、胃脘疼痛、痛经、跌打伤痛）；疮疡溃破久不收口,煎服，3～5g；入丸散服；外用适量,孕妇及无瘀滞者忌用；胃弱者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,活血化瘀药/活血止痛药/乳香.md
175,五灵脂,活血化瘀药,活血止痛药,,活血止痛、化瘀止血为要,苦、咸、甘，温,肝经,活血止痛；化瘀止血,瘀血阻滞诸痛（胸痹、胃脘痛、痛经、产后腹痛）；瘀血出血,煎服，3～10g，包煎,孕妇慎用；不宜与人参同用；血虚无瘀者忌用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,活血化瘀药/活血止痛药/五灵脂.md
176,夏天无,活血化瘀药,活血止痛药,,活血止痛、舒筋活络为要,苦、微辛，温,肝经,活血止痛；舒筋活络；祛风除湿,中风偏瘫，头痛，跌扑损伤；风湿痹痛，腰腿疼痛,煎服，6～12g；研末服，每次1～3g,孕妇慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,活血化瘀药/活血止痛药/夏天无.md
177,姜黄,活血化瘀药,活血止痛药,,破血行气、通经止痛为要,辛、苦，温,脾、肝经,破血行气；通经止痛,胸胁刺痛，痛经经闭，癥瘕；风湿肩臂疼痛，跌打肿痛,煎服，3～10g；外用适量,孕妇慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,活血化瘀药/活血止痛药/姜黄.md
178,川芎,活血化瘀药,活血止痛药,,活血行气、祛风止痛为要,辛，温,肝、胆、心包经,活血行气；祛风止痛,血瘀气滞诸痛（胸痹心痛、胁肋胀痛、痛经经闭、跌打损伤）；头痛、风湿痹痛,煎服，3～10g,阴虚火旺、多汗、月经过多者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,活血化瘀药/活血止痛药/川芎.md
179,延胡索,活血化瘀药,活血止痛药,,活血、行气为要,辛、苦，温,肝、脾、心经,活血；行气；止痛,气血瘀滞之胸胁脘腹疼痛，痛经，产后瘀阻，跌打损伤,煎服，3～10g；研末吞服，每次1.5～3g；醋制止痛力强,孕妇慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,活血化瘀药/活血止痛药/延胡索.md
180,没药,活血化瘀药,活血止痛药,,散瘀定痛、消肿生肌为要,辛、苦，平,心、肝、脾经,散瘀定痛；消肿生肌,瘀血阻滞诸痛；疮疡肿痛，溃后不敛,煎服，3～5g；外用适量,孕妇及无瘀滞者忌用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,活血化瘀药/活血止痛药/没药.md
181,郁金,活血化瘀药,活血止痛药,,活血止痛、行气解郁为要,辛、苦，寒,肝、胆、心经,活血止痛；行气解郁；清心凉血；利胆退黄,胸胁刺痛，痛经经闭，癥瘕痞块；热病神昏，癫痫痰闭；吐血衄血，倒经；黄疸尿赤,煎服，3～10g,不宜与丁香同用；孕妇慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,活血化瘀药/活血止痛药/郁金.md
182,儿茶,活血化瘀药,活血疗伤药,,活血止痛、止血生肌为要,苦、涩，微寒,肺、心经,活血止痛；止血生肌；收湿敛疮；清肺化痰,跌打伤痛，外伤出血；疮疡不敛，湿疹湿疮；肺热咳嗽,煎服，1～3g，包煎；研末服，0.5～1g；外用适量,无明显禁忌,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,活血化瘀药/活血疗伤药/儿茶.md
183,刘寄奴,活血化瘀药,活血疗伤药,,散瘀止痛、疗伤止血为要,苦，温,心、肝、脾经,散瘀止痛；疗伤止血；破血通经；消食化积,跌打损伤，瘀滞肿痛；外伤出血；血瘀经闭，产后瘀阻腹痛；食积腹痛,煎服，3～10g；外用适量,孕妇忌用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,活血化瘀药/活血疗伤药/刘寄奴.md
184,土鳖虫,活血化瘀药,活血疗伤药,,破血逐瘀、续筋接骨为要,咸，寒；有小毒,肝经,破血逐瘀；续筋接骨,跌打损伤，筋伤骨折，瘀肿疼痛；血瘀经闭，产后瘀阻腹痛，癥瘕痞块,煎服，3～10g；研末服，每次1～1.5g,有小毒，孕妇忌用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,活血化瘀药/活血疗伤药/土鳖虫.md
185,自然铜,活血化瘀药,活血疗伤药,,散瘀止痛、接骨疗伤为要,辛，平,肝经,散瘀止痛；接骨疗伤,跌打损伤，筋断骨折，瘀肿疼痛,煎服，3～9g；研末服，每次0.3g；醋淬用,不宜久服；阴虚火旺、血虚无瘀者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,活血化瘀药/活血疗伤药/自然铜.md
186,苏木,活血化瘀药,活血疗伤药,,活血祛瘀、消肿止痛为要,甘、咸、微辛，平,心、肝、脾经,活血祛瘀；消肿止痛,跌打损伤，瘀滞肿痛；经闭痛经，产后瘀阻，心腹刺痛,煎服，3～9g,孕妇忌用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,活血化瘀药/活血疗伤药/苏木.md
187,血竭,活血化瘀药,活血疗伤药,,活血定痛、化瘀止血为要,甘、咸，平,心、肝经,活血定痛；化瘀止血；生肌敛疮,跌打损伤，瘀血肿痛；外伤出血；疮疡不敛,研末服，每次1～2g；外用适量,孕妇及月经期慎用；无瘀血者不宜,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,活血化瘀药/活血疗伤药/血竭.md
188,马钱子,活血化瘀药,活血疗伤药,,通络止痛、散结消肿为要,苦，寒；大毒,肝、脾经,通络止痛；散结消肿,风湿顽痹，麻木瘫痪；跌打损伤，骨折肿痛；痈疽疮毒，咽喉肿痛,制后入丸散，0.3～0.6g；外用适量,大毒，内服须炮制且宜慎；孕妇禁用；不宜过量久服,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,活血化瘀药/活血疗伤药/马钱子.md
189,骨碎补,活血化瘀药,活血疗伤药,,疗伤止痛、补肾强骨为要,苦，温,肝、肾经,疗伤止痛；补肾强骨；外用消风祛斑,跌扑闪挫，筋骨折伤；肾虚腰痛，耳鸣耳聋，牙齿松动；斑秃、白癜风（外用）,煎服，3～9g；外用适量,阴虚内热者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,活血化瘀药/活血疗伤药/骨碎补.md
190,丹参,活血化瘀药,活血调经药,,活血祛瘀、通经止痛为要,苦，微寒,心、肝经,活血祛瘀；通经止痛；清心除烦；凉血消痈,胸痹心痛，脘腹胁痛，癥瘕积聚；月经不调，痛经经闭；疮疡肿痛；心烦不眠,煎服，10～15g,不宜与藜芦同用；孕妇慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,活血化瘀药/活血调经药/丹参.md
191,凌霄花,活血化瘀药,活血调经药,,活血通经、凉血祛风为要,甘、酸，寒,肝、心包经,活血通经；凉血祛风,血瘀经闭，癥瘕；皮肤瘙痒，风疹,煎服，5～9g；外用适量,孕妇忌用；气血虚弱者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,活血化瘀药/活血调经药/凌霄花.md
192,月季花,活血化瘀药,活血调经药,,活血调经、疏肝解郁为要,甘，温,肝经,活血调经；疏肝解郁,月经不调，痛经经闭；胸胁胀痛,煎服，3～6g；不宜久煎,孕妇慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,活血化瘀药/活血调经药/月季花.md
193,桃仁,活血化瘀药,活血调经药,,活血祛瘀、润肠通便为要,苦、甘，平；有小毒,心、肝、大肠经,活血祛瘀；润肠通便；止咳平喘,经闭痛经，癥瘕痞块，跌打损伤；肠燥便秘；肺痈肠痈；咳嗽气喘,煎服，5～10g，捣碎,有小毒，孕妇慎用；便溏者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,活血化瘀药/活血调经药/桃仁.md
194,泽兰,活血化瘀药,活血调经药,,活血调经、祛瘀消痈为要,苦、辛，微温,肝、脾经,活血调经；祛瘀消痈；利水消肿,血瘀经闭痛经，产后腹痛；跌打损伤，痈肿疮毒；水肿腹水,煎服，6～12g,无瘀滞者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,活血化瘀药/活血调经药/泽兰.md
195,牛膝,活血化瘀药,活血调经药,,逐瘀通经、补肝肾为要,苦、甘、酸，平,肝、肾经,逐瘀通经；补肝肾；强筋骨；利尿通淋；引血下行,经闭痛经，产后腹痛，跌打损伤；腰膝酸痛，筋骨无力；淋证水肿，小便不利；头痛眩晕，齿龈肿痛，吐血衄血,煎服，5～12g；活血通经、引血下行宜生用，补肝肾强筋骨宜酒炙,孕妇慎用；梦遗滑精者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,活血化瘀药/活血调经药/牛膝.md
196,王不留行,活血化瘀药,活血调经药,,活血通经、下乳消肿为要,苦，平,肝、胃经,活血通经；下乳消肿；利尿通淋,血瘀经闭，痛经；产后乳汁不下，乳痈肿痛；淋证涩痛,煎服，5～10g,孕妇慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,活血化瘀药/活血调经药/王不留行.md
197,益母草,活血化瘀药,活血调经药,,活血调经、利尿消肿为要,苦、辛，微寒,肝、心包、膀胱经,活血调经；利尿消肿；清热解毒,月经不调，痛经经闭，产后瘀滞腹痛；水肿尿少；疮疡肿毒,煎服，9～30g；鲜品加倍,孕妇忌用；阴虚血少者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,活血化瘀药/活血调经药/益母草.md
198,红花,活血化瘀药,活血调经药,,活血通经、散瘀止痛为要,辛，温,心、肝经,活血通经；散瘀止痛,血瘀经闭、痛经，产后瘀滞腹痛；癥瘕积聚；胸痹心痛，跌打损伤，瘀滞肿痛,煎服，3～10g,孕妇忌用；有出血倾向者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,活血化瘀药/活血调经药/红花.md
199,西红花,活血化瘀药,活血调经药,,活血化瘀、凉血解毒为要,甘，微寒,心、肝经,活血化瘀；凉血解毒；解郁安神,经闭癥瘕，产后瘀阻；温毒发斑；忧郁痞闷，惊悸发狂,煎服（泡服），1～3g,孕妇忌用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,活血化瘀药/活血调经药/西红花.md
200,鸡血藤,活血化瘀药,活血调经药,,活血补血、调经止痛为要,苦、甘，温,肝、肾经,活血补血；调经止痛；舒筋活络,月经不调，痛经经闭；风湿痹痛，手足麻木，肢体瘫痪，血虚萎黄,煎服，9～15g,无明显禁忌,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,活血化瘀药/活血调经药/鸡血藤.md
201,三棱,活血化瘀药,破血消癥药,,破血行气、消积止痛为要,辛、苦，平,肝、脾经,破血行气；消积止痛,癥瘕痞块，瘀血经闭；食积胀痛,煎服，5～10g；醋制增强止痛,孕妇忌用；月经过多者忌用；不宜与芒硝、玄明粉同用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,活血化瘀药/破血消癥药/三棱.md
202,斑蝥,活血化瘀药,破血消癥药,,破血逐瘀、散结消癥为要,辛，热；大毒,肝、胃、肾经,破血逐瘀；散结消癥；攻毒蚀疮,癥瘕积聚；痈疽恶疮，顽癣，瘰疬（外用为主）,内服入丸散，0.03～0.06g；外用适量,大毒，内服宜慎，孕妇禁用；外用不可入目,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,活血化瘀药/破血消癥药/斑蝥.md
